0.0,0.0,5.0,1.571
0.656,0.068,5.0,1.571
1.312,0.136,5.0,1.571
1.969,0.203,5.0,1.571
2.625,0.271,5.0,1.571
3.281,0.339,5.0,1.571
2.606,0.508,5.0,1.571
1.931,0.678,5.0,1.571
1.3,0.791,5.0,1.571
0.668,0.904,5.0,1.571
0.036,1.017,5.0,1.571
-0.596,1.085,5.0,1.571
-1.229,1.153,5.0,1.571
-1.861,1.22,5.0,1.571
-2.493,1.288,5.0,1.571
-3.126,1.356,5.0,1.571
-2.462,1.39,5.0,1.571
-1.799,1.424,5.0,1.571
-1.135,1.458,5.0,1.571
-0.472,1.492,5.0,1.571
0.192,1.525,5.0,1.571
0.855,1.559,5.0,1.571
1.519,1.593,5.0,1.571
2.182,1.627,5.0,1.571
2.846,1.661,5.0,1.571
3.509,1.695,5.0,1.571
2.913,1.78,5.0,1.571
2.316,1.864,5.0,1.571
1.72,1.949,5.0,1.571
1.123,2.034,5.0,1.571
1.355,2.373,5.0,1.571
0.708,2.441,5.0,1.571
0.06,2.508,5.0,1.571
-0.588,2.576,5.0,1.571
-1.235,2.644,5.0,1.571
-1.883,2.712,5.0,1.571
-1.363,2.797,5.0,1.571
-0.842,2.881,5.0,1.571
-0.322,2.966,5.0,1.571
0.198,3.051,5.0,1.571
0.246,3.39,5.0,1.571
-0.18,3.729,5.0,1.571
0.382,3.797,5.0,1.571
0.945,3.864,5.0,1.571
1.508,3.932,5.0,1.571
2.07,4.0,5.0,1.571
2.633,4.068,5.0,1.571
2.317,4.237,5.0,1.571
2.001,4.407,5.0,1.571
1.373,4.475,5.0,1.571
0.745,4.542,5.0,1.571
0.117,4.61,5.0,1.571
-0.511,4.678,5.0,1.571
-1.139,4.746,5.0,1.571
-0.487,4.859,5.0,1.571
0.165,4.972,5.0,1.571
0.818,5.085,5.0,1.571
0.428,5.254,5.0,1.571
0.037,5.424,5.0,1.571
0.205,5.763,5.0,1.571
0.763,5.876,5.0,1.571
1.321,5.989,5.0,1.571
1.879,6.102,5.0,1.571
1.576,6.441,5.0,1.571
0.902,6.483,5.0,1.571
0.227,6.525,5.0,1.571
-0.448,6.568,5.0,1.571
-1.123,6.61,5.0,1.571
-1.798,6.653,5.0,1.571
-2.473,6.695,5.0,1.571
-3.148,6.737,5.0,1.571
-3.823,6.78,5.0,1.571
-3.173,6.81,5.0,1.571
-2.522,6.841,5.0,1.571
-1.872,6.872,5.0,1.571
-1.222,6.903,5.0,1.571
-0.572,6.934,5.0,1.571
0.079,6.965,5.0,1.571
0.729,6.995,5.0,1.571
1.379,7.026,5.0,1.571
2.029,7.057,5.0,1.571
2.68,7.088,5.0,1.571
3.33,7.119,5.0,1.571
2.715,7.186,5.0,1.571
2.099,7.254,5.0,1.571
1.484,7.322,5.0,1.571
0.869,7.39,5.0,1.571
0.254,7.458,5.0,1.571
-0.323,7.797,5.0,1.571
-0.955,7.864,5.0,1.571
-1.587,7.932,5.0,1.571
-2.219,8.0,5.0,1.571
-2.851,8.068,5.0,1.571
-3.482,8.136,5.0,1.571
-2.804,8.184,5.0,1.571
-2.126,8.232,5.0,1.571
-1.448,8.281,5.0,1.571
-0.77,8.329,5.0,1.571
-0.092,8.378,5.0,1.571
0.587,8.426,5.0,1.571
1.265,8.475,5.0,1.571
0.782,8.644,5.0,1.571
0.298,8.814,5.0,1.571
0.071,9.153,5.0,1.571
0.752,9.266,5.0,1.571
1.434,9.379,5.0,1.571
2.115,9.492,5.0,1.571
1.513,9.54,5.0,1.571
0.912,9.588,5.0,1.571
0.311,9.637,5.0,1.571
-0.29,9.685,5.0,1.571
-0.892,9.734,5.0,1.571
-1.493,9.782,5.0,1.571
-2.094,9.831,5.0,1.571
-1.47,9.873,5.0,1.571
-0.846,9.915,5.0,1.571
-0.222,9.958,5.0,1.571
0.402,10.0,5.0,1.571
1.026,10.042,5.0,1.571
1.65,10.085,5.0,1.571
2.274,10.127,5.0,1.571
2.898,10.169,5.0,1.571
2.287,10.508,5.0,1.571
1.648,10.557,5.0,1.571
1.009,10.605,5.0,1.571
0.371,10.654,5.0,1.571
-0.268,10.702,5.0,1.571
-0.907,10.751,5.0,1.571
-1.545,10.799,5.0,1.571
-2.184,10.847,5.0,1.571
-1.584,10.904,5.0,1.571
-0.983,10.96,5.0,1.571
-0.383,11.017,5.0,1.571
0.217,11.073,5.0,1.571
0.818,11.13,5.0,1.571
1.418,11.186,5.0,1.571
2.001,11.271,5.0,1.571
2.584,11.356,5.0,1.571
3.168,11.441,5.0,1.571
3.751,11.525,5.0,1.571
3.08,11.61,5.0,1.571
2.409,11.695,5.0,1.571
1.739,11.78,5.0,1.571
1.068,11.864,5.0,1.571
0.727,12.034,5.0,1.571
0.387,12.203,5.0,1.571
0.917,12.288,5.0,1.571
1.447,12.373,5.0,1.571
1.977,12.458,5.0,1.571
2.508,12.542,5.0,1.571
1.853,12.585,5.0,1.571
1.199,12.627,5.0,1.571
0.544,12.669,5.0,1.571
-0.11,12.712,5.0,1.571
-0.765,12.754,5.0,1.571
-1.419,12.797,5.0,1.571
-2.074,12.839,5.0,1.571
-2.728,12.881,5.0,1.571
-2.132,13.051,5.0,1.571
-1.535,13.22,5.0,1.571
-0.986,13.305,5.0,1.571
-0.437,13.39,5.0,1.571
0.113,13.475,5.0,1.571
0.662,13.559,5.0,1.571
0.072,13.898,5.0,1.571
-0.346,14.068,5.0,1.571
-0.763,14.237,5.0,1.571
-1.332,14.305,5.0,1.571
-1.9,14.373,5.0,1.571
-2.469,14.441,5.0,1.571
-3.037,14.508,5.0,1.571
-3.606,14.576,5.0,1.571
-2.954,14.619,5.0,1.571
-2.302,14.661,5.0,1.571
-1.65,14.703,5.0,1.571
-0.997,14.746,5.0,1.571
-0.345,14.788,5.0,1.571
0.307,14.831,5.0,1.571
0.959,14.873,5.0,1.571
1.611,14.915,5.0,1.571
1.988,15.085,5.0,1.571
2.364,15.254,5.0,1.571
1.679,15.297,5.0,1.571
0.993,15.339,5.0,1.571
0.308,15.381,5.0,1.571
-0.378,15.424,5.0,1.571
-1.063,15.466,5.0,1.571
-1.749,15.508,5.0,1.571
-2.434,15.551,5.0,1.571
-3.12,15.593,5.0,1.571
-2.622,15.932,5.0,1.571
-1.966,15.975,5.0,1.571
-1.309,16.017,5.0,1.571
-0.653,16.059,5.0,1.571
0.004,16.102,5.0,1.571
0.66,16.144,5.0,1.571
1.316,16.186,5.0,1.571
1.973,16.229,5.0,1.571
2.629,16.271,5.0,1.571
2.581,16.61,5.0,1.571
1.951,16.678,5.0,1.571
1.321,16.746,5.0,1.571
0.691,16.814,5.0,1.571
0.062,16.881,5.0,1.571
-0.568,16.949,5.0,1.571
-1.207,17.017,5.0,1.571
-1.846,17.085,5.0,1.571
-2.484,17.153,5.0,1.571
-3.123,17.22,5.0,1.571
-3.762,17.288,5.0,1.571
-3.065,17.331,5.0,1.571
-2.368,17.373,5.0,1.571
-1.672,17.415,5.0,1.571
-0.975,17.458,5.0,1.571
-0.279,17.5,5.0,1.571
0.418,17.542,5.0,1.571
1.115,17.585,5.0,1.571
1.811,17.627,5.0,1.571
1.16,17.684,5.0,1.571
0.509,17.74,5.0,1.571
-0.141,17.797,5.0,1.571
-0.792,17.853,5.0,1.571
-1.443,17.91,5.0,1.571
-2.094,17.966,5.0,1.571
-1.487,18.034,5.0,1.571
-0.88,18.102,5.0,1.571
